,Player Name,Age,Team,League,Season,Position,player_id,Score Type,Stoke Score,xG (ST),Non-Penalty Goals (ST),Shots (ST),OBV Shot (ST),Open Play xA (ST),OBV Dribble & Carry (ST),PAdj Pressures (ST),Aerial Wins (ST),Aerial Win % (ST),Average Distance Percentile,Top 5 PSV-99 Percentile,L/R Footedness %,Player Season Minutes,Touches in Box (ST),Running Distance Percentile,Sprinting Distance Percentile,Count HSR Percentile,Count Sprint Percentile,Count Medium Acceleration Percentile,Count High Acceleration Percentile,xG (W),Non-Penalty Goals (W),Shots (W),Open Play xA (W),OBV Pass (W),Successful Dribbles (W),OBV Dribble & Carry (W),player_season_padj_pressures_90 Percentile,Distance (W),Top 5 PSV (W),xG (CAM),Non-Penalty Goals (CAM),Shots (CAM),OBV Pass (CAM),Open Play xA (CAM),Key Passes (CAM),Throughballs (CAM),Successful Dribbles (CAM),OBV Dribble & Carry (CAM),Average Distance (CAM),Top 5 PSV (CAM),xG (8),Non-Penalty Goals (8),OBV Pass (8),Open Play xA (8),Successful Dribbles (8),OBV Dribble & Carry (8),Average Distance (8),Top 5 PSV-99 (8),PAdj Tackles & Interceptions (8),Deep Progressions (8),Average Distance (6),Top 5 PSV-99 (6),OBV Defensive Action (6),OBV Pass (6),Deep Progressions (6),Successful Dribbles (6),OBV Dribble & Carry (6),Tackle/Dribbled Past % (6),PAdj Tackles (6),PAdj Interceptions (6),PAdj Tackles & Interceptions (6),Pass Forward % (6),Turnovers (6),PAdj Pressures (6),Pressure Regains (6),Ball Recoveries (6),Average Distance (LB),Top 5 PSV-99 (LB),PAdj Tackles (LB),PAdj Interceptions (LB),OBV Defensive Action (LB),OBV Dribble & Carry (LB),Tackle/Dribbled Past (LB),Open Play xA (LB),Successful Crosses (LB),Dribbled Past (LB),Successful Dribbles (LB),Key Passes (LB),OBV Pass (LB),PAdj Tackles & Interceptions (LB),Aerial Win % (LB),Average Distance (RB),Top 5 PSV-99 (RB),PAdj Tackles (RB),PAdj Interceptions (RB),OBV Defensive Action (RB),OBV Dribble & Carry (RB),Tackle/Dribbled Past (RB),Open Play xA (RB),Successful Crosses (RB),Dribbled Past (RB),Successful Dribbles (RB),Key Passes (RB),OBV Pass (RB),PAdj Tackles & Interceptions (RB),Aerial Win % (RB),Average Distance (CB),Top 5 PSV-99 (CB),Aerial Win % (CB),Aerial Wins (CB),PAdj Interceptions (CB),PAdj Tackles (CB),OBV Pass (CB),OBV Dribble & Carry (CB),OBV Defensive Action (CB),Dribbled Past (CB),Deep Progressions (CB),PAdj Tackles & Interceptions (CB),Tackle / Dribbled Past % (CB),Blocks per Shot (CB),Pressure Change in Passing % (CB),xG (S9),Non-Penalty Goals (S9),Shots (S9),OBV Shot (S9),Open Play xA (S9),OBV Dribble & Carry (S9),PAdj Pressures (S9),Aerial Wins (S9),Aerial Win % (S9),Average Distance (S9),Top 5 PSV-99 (S9),Runs in Behind (S9),Threat of Runs in Behind (S9),xG (DW),Non-Penalty Goals (DW),Shots (DW),Open Play xA (DW),OBV Pass (DW),Successful Dribbles (DW),OBV Dribble & Carry (DW),Average Distance (DW),Top 5 PSV (DW),xG (CW),Non-Penalty Goals (CW),Shots (CW),Open Play xA (CW),OBV Pass (CW),Successful Dribbles (CW),OBV Dribble & Carry (CW),Average Distance (CW),Top 5 PSV (CW),xG (WF),Non-Penalty Goals (WF),Shots (WF),Open Play xA (WF),OBV Pass (WF),Successful Dribbles (WF),OBV Dribble & Carry (WF),Average Distance (WF),Top 5 PSV (WF),xG (C10),Non-Penalty Goals (C10),Shots (C10),OBV Pass (C10),Open Play xA (C10),Key Passes (C10),Successful Dribbles (C10),OBV Dribble & Carry (C10),Average Distance (C10),Top 5 PSV (C10),xG (R10),Non-Penalty Goals (R10),Shots (R10),Open Play xA (R10),OBV Pass (R10),Successful Dribbles (R10),OBV Dribble & Carry (R10),PAdj Pressures (R10),Pressure Regains (R10),HI Distance (R10),Average Distance (R10),Top 5 PSV (R10),PAdj Pressures (P8),Average Distance (P8),xG (P8),OBV Pass (P8),Successful Dribbles (P8),Open Play xA (P8),Top 5 PSV (P8),OBV Dribble & Carry (P8),Deep Progressions (P8),Average Distance (R8),xG (R8),OBV Pass (R8),Non-Penalty Goals (R8),Open Play xA (R8),Top 5 PSV (R8),OBV Dribble & Carry (R8),Deep Progressions (R8),PAdj Pressures (R8),Pressure Regains (R8),Average Distance (P6),Top 5 PSV-99 (P6),OBV Defensive Action (P6),Deep Progressions (P6),OBV Dribble & Carry (P6),PAdj Tackles & Interceptions (P6),OBV Pass (P6),Forward Pass % (P6),Average Distance (D6),Top 5 PSV-99 (D6),PAdj Pressures (D6),OBV Defensive Action (D6),Passing % (D6),Tackle / Dribbled Past % (D6),PAdj Tackles & Interceptions (D6),Ball Recoveries (D6),Open Play xA (DLB),PAdj Tackles (DLB),PAdj Interceptions (DLB),OBV Dribble & Carry (DLB),OBV Defensive Action (DLB),Tackle / Dribbled Past % (DLB),Average Distance (DLB),PAdj Pressures (DLB),Dribbled Past (DLB),Top 5 PSV-99 (DLB),Aerial Win % (DLB),Open Play xA (DRB),PAdj Tackles (DRB),PAdj Interceptions (DRB),OBV Dribble & Carry (DRB),OBV Defensive Action (DRB),Tackle / Dribbled Past % (DRB),Average Distance (DRB),PAdj Pressures (DRB),Dribbled Past (DRB),Top 5 PSV-99 (DRB),Aerial Win % (DRB),Average Distance (BCB),Top 5 PSV-99 (BCB),Aerial Wins (BCB),PAdj Interceptions (BCB),PAdj Tackles (BCB),OBV Pass (BCB),OBV Dribble & Carry (BCB),OBV Defensive Action (BCB),player_season_xgbuildup_90 Percentile,Deep Progressions (BCB),Pressured Change in Passing % (BCB),Average Distance (DCB),Top 5 PSV-99 (DCB),Aerial Wins (DCB),Aerial Win % (DCB),OBV Defensive Action (DCB),Tackle / Dribbled Past % (DCB),Blocks Per Shot (DCB),Market value,Market value (millions),player_name,name_in_home_country,place_of_birth,height,citizenship,position,foot,player_agent,current_club,joined,Contract expires,instagram,player_valuation,max_player_valuation,max_player_valuation_date,URL,date_of_birth,last_contract_extension,twitter,contract_option,na,full_name,outfitter,on_loan_from,contract_there_expires,website,x2nd_club,facebook
696,Brahim Traoré,20,Caen,Ligue 2,2024/2025,Right Centre Back,104615,Ball Playing Centre Back,30.96,,,,,,,,,,,,26.97,394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,37.0,56.0,67.0,41.0,27.0,81.0,16.0,20.0,80.0,26.0,,,,,,,,4000000.0,4.0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
697,Vincent Julien Sasso,33,Dunkerque,Ligue 2,2024/2025,Left Centre Back,10845,Ball Playing Centre Back,30.92,,,,,,,,,,,,43.33,724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,24.0,54.0,64.0,54.0,4.0,37.0,51.0,40.0,19.0,22.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
698,Wandja Allan Tchaptchet,22,Grenoble Foot,Ligue 2,2024/2025,Left Centre Back,77402,Ball Playing Centre Back,30.54,,,,,,,,,,,,69.1,589.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,6.0,52.0,76.0,8.0,4.0,90.0,26.0,56.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
699,Yohan Tavares,36,Laval,Ligue 2,2024/2025,Centre Back,20935,Ball Playing Centre Back,30.39,,,,,,,,,,,,20.47,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,5.0,60.0,67.0,34.0,16.0,62.0,94.0,13.0,8.0,21.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
700,Juan José Guevara Possú,23,Bastia,Ligue 2,2024/2025,Left Centre Back,425032,Ball Playing Centre Back,28.75,,,,,,,,,,,,25.96,575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,60.0,79.0,62.0,97.0,13.0,0.0,59.0,30.0,8.0,38.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
701,Axel Bamba,25,AC Ajaccio,Ligue 2,2024/2025,Left Centre Back,21289,Ball Playing Centre Back,27.66,,,,,,,,,,,,29.7,514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,52.0,83.0,69.0,33.0,28.0,54.0,98.0,11.0,33.0,3.0,,,,,,,,,,Axel Björnström,Axel Erik Gustaf Björnström,Danderyd,1.76,Sweden,Defender - Left-Back,,Global Soccer ...,AIK,2022-03-09,2024,,,,,https://www.transfermarkt.com/axel-bjornstrom/profil/spieler/299902,1995-09-10,,,,,,,,,,,
705,Aurélien Pelon,20,Rodez,Ligue 2,2024/2025,Centre Back,391396,Ball Playing Centre Back,26.93,,,,,,,,,,,,13.92,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,13.0,16.0,10.0,86.0,94.0,23.0,99.0,21.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
706,Gaby Jean,24,FC Annecy,Ligue 2,2024/2025,Left Centre Back,235484,Ball Playing Centre Back,26.4,,,,,,,,,,,,84.0,197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,3.0,76.0,98.0,1.0,78.0,51.0,43.0,13.0,83.0,8.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
707,Osaze Urhoghide,24,Amiens,Ligue 2,2024/2025,Left Centre Back,34207,Ball Playing Centre Back,25.36,,,,,,,,,,,,27.01,454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,40.0,51.0,55.0,52.0,8.0,70.0,100.0,6.0,24.0,34.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
708,Anthony Roncaglia,24,Bastia,Ligue 2,2024/2025,Left Centre Back,46456,Ball Playing Centre Back,24.41,,,,,,,,,,,,10.0,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.0,17.0,41.0,1.0,87.0,23.0,2.0,2.0,17.0,91.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
709,Hamjatou Soukouna,26,FC Annecy,Ligue 2,2024/2025,Left Centre Back,300177,Ball Playing Centre Back,24.28,,,,,,,,,,,,63.16,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,23.0,86.0,25.0,3.0,30.0,7.0,8.0,0.0,14.0,88.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
710,Ousmane Kanté,35,Pau,Ligue 2,2024/2025,Right Centre Back,19020,Ball Playing Centre Back,24.17,,,,,,,,,,,,12.07,156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,6.0,95.0,96.0,94.0,86.0,2.0,3.0,22.0,28.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
711,Siaka Bakayoko,19,Amiens,Ligue 2,2024/2025,Right Centre Back,415325,Ball Playing Centre Back,23.41,,,,,,,,,,,,8.4,458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,15.0,3.0,28.0,56.0,35.0,42.0,69.0,23.0,6.0,18.0,,,,,,,,,,Simon Johansson,,,1.84,Sweden,Attack - Right Winger,right,,Västerås SK,2012-01-01,0,,,,,https://www.transfermarkt.com/simon-johansson/profil/spieler/225266,1993-02-05,"Jan 25, 2019",,,,,,,,,,
738,Aboubacar Lô,24,Metz,Ligue 2,2024/2025,Left Centre Back,132573,Ball Playing Centre Back,22.62,,,,,,,,,,,,9.17,114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,3.0,75.0,95.0,57.0,20.0,36.0,28.0,100.0,18.0,1.0,,,,,,,,1200000.0,1.2,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
739,Axel Drouhin,24,FC Annecy,Ligue 2,2024/2025,Right Centre Back,410445,Ball Playing Centre Back,22.35,,,,,,,,,,,,20.34,659.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,53.0,87.0,16.0,14.0,13.0,1.0,65.0,8.0,5.0,59.0,,,,,,,,,,Axel Henriksson,,,1.89,Sweden,Midfield - Attacking Midfield,,Nima Modyr,GAIS,2022-03-04,2026,,,,,https://www.transfermarkt.com/axel-henriksson/profil/spieler/754634,2002-04-16,"Aug 11, 2023",,,,,,,,,,
743,Simon Falette,32,Martigues,Ligue 2,2024/2025,Left Centre Back,3104,Ball Playing Centre Back,22.22,,,,,,,,,,,,83.33,742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,27.0,17.0,35.0,11.0,19.0,92.0,31.0,2.0,15.0,15.0,,,,,,,,,,Simon Johansson,,,1.84,Sweden,Attack - Right Winger,right,,Västerås SK,2012-01-01,0,,,,,https://www.transfermarkt.com/simon-johansson/profil/spieler/225266,1993-02-05,"Jan 25, 2019",,,,,,,,,,
751,Moïse Adilehou,28,Laval,Ligue 2,2024/2025,Right Centre Back,15308,Ball Playing Centre Back,15.45,,,,,,,,,,,,13.73,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,0.0,6.0,29.0,39.0,2.0,77.0,67.0,43.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
752,Josué Mwimba Isala,21,Clermont Foot,Ligue 2,2024/2025,Left Centre Back,440842,Ball Playing Centre Back,14.75,,,,,,,,,,,,5.08,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,35.0,2.0,71.0,98.0,6.0,73.0,77.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
753,Eric Vandenabeele,32,Rodez,Ligue 2,2024/2025,Centre Back,9861,Ball Playing Centre Back,10.73,,,,,,,,,,,,6.15,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,23.0,93.0,2.0,9.0,5.0,80.0,3.0,8.0,11.0,1.0,,,,,,,,,,Eric Björkander,Nils Eric Roland Björkander,Lyckeby,1.86,Sweden,Defender - Centre-Back,right,Global Soccer ...,IF Brommapojkarna,2024-02-01,2025,http://www.instagram.com/ericbjorkander/,,,,https://www.transfermarkt.com/eric-bjorkander/profil/spieler/291816,1996-06-11,,,,,,,,,,,
754,Loris Mouyokolo,23,Grenoble Foot,Ligue 2,2024/2025,Left Centre Back,65435,Ball Playing Centre Back,6.2,,,,,,,,,,,,9.38,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,11.0,3.0,1.0,90.0,1.0,59.0,37.0,2.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
755,Formose Mendy,23,Lorient,Ligue 2,2024/2025,Right Centre Back,39595,Dominant Centre Back,79.87,,,,,,,,,,,,17.39,642.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,54.0,77.0,65.0,90.0,97.0,95.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
756,Opa Sangante,33,Dunkerque,Ligue 2,2024/2025,Right Centre Back,7568,Dominant Centre Back,66.52,,,,,,,,,,,,15.63,719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,91.0,29.0,52.0,86.0,89.0,89.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
757,Mehdi Jean Tahrat,34,Troyes,Ligue 2,2024/2025,Right Centre Back,3188,Dominant Centre Back,65.47,,,,,,,,,,,,9.2,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,17.0,99.0,84.0,96.0,97.0,90.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
758,Bradley Danger,26,Red Star FC,Ligue 2,2024/2025,Right Centre Back,45088,Dominant Centre Back,65.29,,,,,,,,,,,,3.88,479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,16.0,71.0,46.0,98.0,82.0,97.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
759,Gustave Akueson,28,Bastia,Ligue 2,2024/2025,Right Centre Back,144507,Dominant Centre Back,64.45,,,,,,,,,,,,8.64,662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,27.0,53.0,38.0,87.0,69.0,100.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
760,Yohan Tavares,36,Laval,Ligue 2,2024/2025,Centre Back,20935,Dominant Centre Back,63.92,,,,,,,,,,,,20.47,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,5.0,60.0,79.0,94.0,38.0,27.0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
761,Donatien Gomis,29,Guingamp,Ligue 2,2024/2025,Right Centre Back,91208,Dominant Centre Back,60.94,,,,,,,,,,,,9.03,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,69.0,80.0,93.0,97.0,73.0,94.0,0.0,0.0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
